t,q_SP,q_SR,q_WP,q_WR,qd_SP,qd_SR,qd_WP,qd_WR,tau_SP,tau_SR,tau_WR,tau_WR,q_ELBOW,q_BASE,q_hand1,q_hand2,q_hand3,q_hand4,q_hand5,q_hand6,q_hand7,q_hand8,qd_ELBOW,qd_BASE,qd_hand1,qd_hand2,qd_hand3,qd_hand4,qd_hand5,qd_hand6,qd_hand7,qd_hand8,tau_ELBOW,tau_BASE,tau_hand1,tau_hand2,tau_hand3,tau_hand4,tau_hand5,tau_hand6,tau_hand7,tau_hand8,fx_1,fy_1,fz_1,theta_1,phi_1,fx_2,fy_2,fz_2,theta_2,phi_2,tof1,tof2,tof3,tof4,tof5,tof6,tof7,tof8,tof9,tof10,tof11,tof12,tof13,tof14,tof15,tof16,state
0.01983499526977539,-0.01354217529296875,-0.00820159912109375,-1.0477228164672852,-0.3950176239013672,-0.01587677001953125,0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,0.01087188720703125,0.00782012939453125,-0.511749267578125,0.50030517578125,0.01087188720703125,-0.5357828140258789,0.49114990234375,-0.035668373107910156,0.0,0.0,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,0.0,0.0,-0.01758575439453125,-0.01758575439453125,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,0.01371429443359375,0.001758270263671875,-0.000351715087890625,0.0,0.0,1.1477413177490234,-2.495725631713867,-13.150182723999023,-5.8131866455078125,-43.351646423339844,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,0.0,0.0,0.0,255.0,255.0,170.0,255.0,0.0,0.0,0.0,0.0,0
0.021552562713623047,-0.01354217529296875,-0.00820159912109375,-1.0477228164672852,-0.3950176239013672,0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,0.01087188720703125,0.00782012939453125,-0.513275146484375,0.4999237060546875,0.01201629638671875,-0.5357828140258789,0.49114990234375,-0.035668373107910156,0.0,0.0,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,0.0,0.0,-0.01758575439453125,-0.01758575439453125,-0.00105499267578125,-0.00105499267578125,-0.0024615478515625,0.01371429443359375,0.001758270263671875,-0.000351715087890625,0.0,0.0,1.1477413177490234,-2.495725631713867,-13.150182723999023,-5.8131866455078125,-43.351646423339844,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,0.0,0.0,0.0,255.0,255.0,170.0,255.0,0.0,0.0,0.0,0.0,0
0.023302078247070312,-0.01354217529296875,-0.00820159912109375,-1.0477228164672852,-0.3950176239013672,-0.01587677001953125,-0.0476226806640625,-0.01587677001953125,-0.01587677001953125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,0.01087188720703125,0.00782012939453125,-0.513275146484375,0.4999237060546875,0.01201629638671875,-0.5357828140258789,0.49114990234375,-0.035668373107910156,0.0,0.0,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,0.0,0.0,-0.01758575439453125,-0.01758575439453125,-0.00105499267578125,-0.00105499267578125,-0.0024615478515625,0.01371429443359375,0.001758270263671875,-0.000351715087890625,0.0,0.0,1.1477413177490234,-2.495725631713867,-13.150182723999023,-5.8131866455078125,-43.351646423339844,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,0.0,0.0,0.0,255.0,255.0,170.0,255.0,0.0,0.0,0.0,0.0,0
0.025013208389282227,-0.01354217529296875,-0.00820159912109375,-1.0477228164672852,-0.3950176239013672,-0.01587677001953125,0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,0.01087188720703125,0.00782012939453125,-0.511749267578125,0.4983978271484375,0.01201629638671875,-0.5357828140258789,0.49114990234375,-0.035668373107910156,0.0,0.0,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,0.0,0.0,-0.01758575439453125,-0.01758575439453125,-0.000351715087890625,-0.000351715087890625,-0.0024615478515625,0.01371429443359375,0.001758270263671875,-0.000351715087890625,0.0,0.0,1.1477413177490234,-2.495725631713867,-13.150182723999023,-5.8131866455078125,-43.351646423339844,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,0.0,0.0,0.0,255.0,255.0,170.0,255.0,0.0,0.0,0.0,0.0,0
0.026729345321655273,-0.01354217529296875,-0.00820159912109375,-1.0477228164672852,-0.3950176239013672,-0.01587677001953125,0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,0.01087188720703125,0.00782012939453125,-0.511749267578125,0.4983978271484375,0.01201629638671875,-0.5357828140258789,0.49114990234375,-0.035668373107910156,0.0,0.0,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,0.0,0.0,-0.01758575439453125,-0.01758575439453125,-0.000351715087890625,-0.000351715087890625,-0.0024615478515625,0.01371429443359375,0.001758270263671875,-0.000351715087890625,0.0,0.0,1.1477413177490234,-2.495725631713867,-13.150182723999023,-5.8131866455078125,-43.351646423339844,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,0.0,0.0,0.0,255.0,255.0,170.0,255.0,0.0,0.0,0.0,0.0,0
0.02845454216003418,-0.01354217529296875,-0.00820159912109375,-1.0477228164672852,-0.3950176239013672,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.0476226806640625,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,0.01087188720703125,0.00782012939453125,-0.513275146484375,0.5014495849609375,0.01201629638671875,-0.5357828140258789,0.49114990234375,-0.035668373107910156,0.0,0.0,0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,0.0,0.0,-0.01758575439453125,-0.01758575439453125,-0.000351715087890625,-0.000351715087890625,-0.0024615478515625,0.01371429443359375,0.001758270263671875,-0.000351715087890625,0.0,0.0,1.1477413177490234,-2.495725631713867,-13.150182723999023,-5.8131866455078125,-43.351646423339844,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,0.0,0.0,0.0,255.0,255.0,170.0,255.0,0.0,0.0,0.0,0.0,0
0.030170917510986328,-0.01354217529296875,-0.00820159912109375,-1.0477228164672852,-0.3950176239013672,-0.01587677001953125,-0.0476226806640625,-0.01587677001953125,-0.01587677001953125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,0.01087188720703125,0.00782012939453125,-0.513275146484375,0.5014495849609375,0.01201629638671875,-0.5357828140258789,0.49114990234375,-0.035668373107910156,0.0,0.0,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,0.0,0.0,-0.01758575439453125,-0.01758575439453125,-0.000351715087890625,-0.000351715087890625,-0.0024615478515625,0.01371429443359375,0.001758270263671875,-0.000351715087890625,0.0,0.0,1.1477413177490234,-2.495725631713867,-13.150182723999023,-5.8131866455078125,-43.351646423339844,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,0.0,0.0,0.0,255.0,255.0,170.0,255.0,0.0,0.0,0.0,0.0,0
0.031889915466308594,-0.01354217529296875,-0.00820159912109375,-1.0477228164672852,-0.3950176239013672,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,0.01587677001953125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,0.01087188720703125,0.00782012939453125,-0.513275146484375,0.4999237060546875,0.01201629638671875,-0.5357828140258789,0.49114990234375,-0.035668373107910156,0.0,0.0,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,0.0,0.0,-0.01758575439453125,-0.01758575439453125,-0.000351715087890625,-0.000351715087890625,-0.0024615478515625,-0.000351715087890625,0.001758270263671875,-0.000351715087890625,0.0,0.0,1.1477413177490234,-2.495725631713867,-13.150182723999023,-5.8131866455078125,-43.351646423339844,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,0.0,0.0,0.0,255.0,255.0,170.0,255.0,0.0,0.0,0.0,0.0,0
0.03360176086425781,-0.01354217529296875,-0.00820159912109375,-1.0477228164672852,-0.3950176239013672,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,0.01087188720703125,0.00782012939453125,-0.513275146484375,0.4999237060546875,0.01201629638671875,-0.5357828140258789,0.49114990234375,-0.035668373107910156,0.0,0.0,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,0.0,0.0,-0.01758575439453125,-0.01758575439453125,-0.000351715087890625,-0.000351715087890625,-0.0024615478515625,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,0.0,0.0,1.1477413177490234,-2.495725631713867,-13.150182723999023,-5.8131866455078125,-43.351646423339844,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,0.0,0.0,0.0,255.0,255.0,170.0,255.0,0.0,0.0,0.0,0.0,0
0.03532695770263672,-0.01354217529296875,-0.00820159912109375,-1.0477228164672852,-0.3950176239013672,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,0.01087188720703125,0.00782012939453125,-0.513275146484375,0.4999237060546875,0.01201629638671875,-0.5357828140258789,0.49114990234375,-0.035668373107910156,0.0,0.0,0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,0.0,0.0,-0.01758575439453125,-0.01758575439453125,-0.000351715087890625,-0.000351715087890625,-0.0024615478515625,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,0.0,0.0,1.1477413177490234,-2.495725631713867,-13.150182723999023,-5.8131866455078125,-43.351646423339844,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,0.0,0.0,0.0,255.0,255.0,170.0,255.0,0.0,0.0,0.0,0.0,0
0.0370478630065918,-0.01354217529296875,-0.00820159912109375,-1.0477228164672852,-0.3950176239013672,-0.01587677001953125,0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,0.01087188720703125,0.00782012939453125,-0.513275146484375,0.5014495849609375,0.01125335693359375,-0.5357828140258789,0.49114990234375,-0.035668373107910156,0.0,0.0,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,0.0,0.0,-0.01758575439453125,-0.01758575439453125,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,0.0,0.0,1.1477413177490234,-2.495725631713867,-13.150182723999023,-5.8131866455078125,-43.351646423339844,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,0.0,0.0,0.0,255.0,255.0,170.0,255.0,0.0,0.0,0.0,0.0,0
0.03876042366027832,-0.01354217529296875,-0.00820159912109375,-1.0477228164672852,-0.3950176239013672,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,0.01087188720703125,0.00782012939453125,-0.513275146484375,0.5014495849609375,0.01125335693359375,-0.5357828140258789,0.49114990234375,-0.035668373107910156,0.0,0.0,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,0.0,0.0,-0.01758575439453125,-0.01758575439453125,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,0.0,0.0,1.1477413177490234,-2.495725631713867,-13.150182723999023,-5.8131866455078125,-43.351646423339844,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,0.0,0.0,0.0,255.0,255.0,170.0,255.0,0.0,0.0,0.0,0.0,0
0.040498971939086914,-0.01354217529296875,-0.00820159912109375,-1.0477228164672852,-0.3950176239013672,-0.01587677001953125,-0.0476226806640625,-0.01587677001953125,-0.01587677001953125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,0.01087188720703125,0.00782012939453125,-0.511749267578125,0.4983978271484375,0.01125335693359375,-0.5357828140258789,0.49114990234375,-0.035668373107910156,0.0,0.0,-0.01587677001953125,0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,0.0,0.0,-0.01758575439453125,-0.01758575439453125,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,0.0,0.0,1.1477413177490234,-2.495725631713867,-13.150182723999023,-5.8131866455078125,-43.351646423339844,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,0.0,0.0,0.0,255.0,255.0,170.0,255.0,0.0,0.0,0.0,0.0,0
0.04224586486816406,-0.01354217529296875,-0.00820159912109375,-1.0477228164672852,-0.3950176239013672,0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,0.01087188720703125,0.00782012939453125,-0.511749267578125,0.4983978271484375,0.01125335693359375,-0.5357828140258789,0.49114990234375,-0.035668373107910156,0.0,0.0,0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,0.0,0.0,-0.01758575439453125,-0.01758575439453125,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,0.0,0.0,1.1477413177490234,-2.495725631713867,-13.150182723999023,-5.8131866455078125,-43.351646423339844,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,0.0,0.0,0.0,255.0,255.0,170.0,255.0,0.0,0.0,0.0,0.0,0
0.044005632400512695,-0.01354217529296875,-0.00820159912109375,-1.0477228164672852,-0.3950176239013672,-0.01587677001953125,0.01587677001953125,-0.01587677001953125,0.01587677001953125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,-0.01758575439453125,0.01087188720703125,0.00782012939453125,-0.513275146484375,0.4999237060546875,0.01125335693359375,-0.5357828140258789,0.49114990234375,-0.035668373107910156,0.0,0.0,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,-0.01587677001953125,0.0,0.0,-0.01758575439453125,-0.01758575439453125,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,-0.000351715087890625,0.0,0.0,1.1477413177490234,-2.495725631713867,-13.150182723999023,-5.8131866455078125,-43.351646423339844,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,255.0,255.0,0.0,0.0,0.0,255.0,255.0,170.0,255.0,0.0,0.0,0.0,0.0,0
